CPF,Nome,Idade,UF,Regiao,Setor,Renda_Declarada,Renda_Presumida,Patrimonio,Alteracoes_Declaracao,Media_Depositos,Transacoes_Especie,Gastos_Cartao,Investimentos_Nao_Declarados,Pagamentos_PIX_TED,Media_Renda_Setor,Alerta_Gastos,Alerta_Patrimonio,Autuacoes_Anteriores,Proporcao_Renda_Patrimonio,Nivel_Complexidade,renda_nao_declarada,sonegador,Score_Risco,Relacoes_Suspeitas
42256632253,Dawna Sodia,53,RS,Sul,Serviços,124292.26,198867.62,712194.65,2,15812.91,2592.13,3685.8,28743.99,156966.37,120094.74922628618,FALSE,FALSE,0,0.1745,1,12429.23000000001,sim,0.27,0
63040099221,Sapphire Phenna,42,RJ,Sudeste,Comércio,111816.92,139771.15,495348.96,0,13140.84,3115.31,4106.65,9720.34,119898.17,149730.06027473844,FALSE,FALSE,0,0.2257,2,-0,não,0.2,0
86990489630,Lisa Killian,38,PR,Sul,Serviços,141184.05,208952.39,280956.26,1,17872.17,411.18,7335.73,14842.52,80281.3,120094.74922628618,TRUE,FALSE,1,0.5025,1,-0,não,0.3,2
34730244131,Serena Suen,61,SP,Sudeste,Transporte,61021.51,68344.09,380774.22,0,4876.65,84.74,1261.05,6798.53,77108.87,100658.27340820312,FALSE,FALSE,0,0.1603,1,-0,não,0.14,1
43136194499,Lauren Perales,47,BA,Nordeste,Construção Civil,177012.13,276138.92,782393.61,1,26167.4,2482.89,7039.34,91198.85,149324.23,99772.2331975,FALSE,FALSE,0,0.2262,2,10620.724999999977,sim,0.26,1
55598096137,Christiana Renslow,45,RS,Sul,Indústria,79730.51,91690.09,482369.59,1,6478.03,403.23,2632.64,8578.54,65327.19,199329.2776114992,FALSE,FALSE,0,0.1653,1,-0,não,0.15,0
48636190281,Alton Jason,52,RJ,Sudeste,Saúde,96055.52,111424.4,310259.33,3,9964.97,1362.31,1688.28,10888.63,90091.16,98524.38325734549,FALSE,FALSE,0,0.3096,1,-0,não,0.16,0
30270340867,Sean Cotton,48,PR,Sul,Indústria,170331.49,240167.4,781821.54,1,24006.26,1771.42,5518.79,8763.77,254032.7,199329.2776114992,FALSE,FALSE,0,0.2179,2,-0,não,0.22,1
86998043861,Cassady Miller,42,SP,Sudeste,Comércio,180484.24,203947.19,1225487.99,0,16081.73,698.8,5573.04,6473.71,163083.39,149730.06027473844,FALSE,FALSE,1,0.1473,2,-0,não,0.23,0
34668994889,Brittany Bitsie,57,MG,Sudeste,Educação,113600.97,111328.95,86336.74,2,10506.68,611.89,3603.01,5050.39,40488.99,99922.08285578748,FALSE,FALSE,0,1.3158,1,-0,não,0.11,0
34835052788,Ashley Mijares,44,RJ,Sudeste,Agropecuária,79173.27,102925.25,213767.83,1,8124.9,3073.71,2395.66,9696.22,93522.22,100261.125625,FALSE,FALSE,0,0.3704,2,-0,não,0.21,2
40154820479,Janice Lor,39,SP,Sudeste,Serviços,172672.02,214113.3,982503.79,1,17645.42,19.35,5475,3946.75,181194.42,120094.74922628618,FALSE,FALSE,0,0.1757,1,-0,não,0.16,0
31127545753,Garrett Katzman,42,SP,Sudeste,Serviços,121193.23,178154.05,692013.34,0,15440.7,110.79,6516.85,11823.69,110642.28,120094.74922628618,TRUE,FALSE,0,0.1751,1,-0,não,0.22,0
60110866799,Jessica Fernandez,49,SP,Sudeste,Serviços,137522.03,162276,893893.2,1,16403.6,1378.58,5235.19,10658.6,133701.23,120094.74922628618,FALSE,FALSE,0,0.1538,1,-0,não,0.16,0
33371028636,Luis Colon,53,SP,Sudeste,Comércio,132269.28,158723.14,580662.14,0,13191.66,1015.71,4412.75,4095.03,106661.51,149730.06027473844,FALSE,FALSE,0,0.2278,1,-0,não,0.17,3
21003691275,Abdul Fattaah al-Moghaddam,58,GO,Centro-Oeste,Serviços,55308.56,67476.44,423663.57,0,5046.73,393.06,2157.75,10300.05,44796.18,120094.74922628618,FALSE,FALSE,0,0.1305,1,-0,não,0.16,0
60119455729,Hithaishini Do,42,SC,Sul,Indústria,197953.49,322664.19,615635.35,4,24757.61,14448.89,3602.7,42831.55,149901.34,199329.2776114992,FALSE,FALSE,0,0.3215,1,25733.955000000016,sim,0.4,2
49084963423,Humaid el-Yacoub,38,RJ,Sudeste,Serviços,156752.03,246100.69,603495.32,2,23073.91,17305.84,6287.27,67270.87,192065.46,120094.74922628618,TRUE,FALSE,0,0.2597,3,10972.645000000019,sim,0.42,1
60113622102,Anthony Cox,56,DF,Centro-Oeste,Serviços,115874.29,172652.69,439163.56,0,13859.38,1744.31,6061.99,14050.14,161816.19,120094.74922628618,TRUE,FALSE,1,0.2639,2,-0,não,0.32,0
60113565197,My Khom,31,SP,Sudeste,Comércio,230136.38,207122.74,1553420.56,1,17250.45,1538,3886.26,19693.3,176470.25,149730.06027473844,FALSE,FALSE,0,0.1481,2,-0,não,0.1,0
50187037313,Andre Huffman,59,RS,Sul,Agropecuária,150627.08,201840.29,489538.01,1,17233.56,491.4,7374.83,4120.85,87646.17,100261.125625,TRUE,FALSE,1,0.3077,2,-0,não,0.27,0
42412006156,Davante Cantrell,47,GO,Centro-Oeste,Construção Civil,137873.81,181993.43,784501.98,3,15699.91,651.65,3626.9,8988.43,150814.43,99772.2331975,FALSE,FALSE,1,0.1757,1,-0,não,0.27,1
86997032279,Prettyboy Chaca,30,GO,Centro-Oeste,Serviços,102522.39,138405.23,576175.83,0,11499.56,228.24,4511.98,8634.96,142143,120094.74922628618,TRUE,FALSE,0,0.1779,1,-0,não,0.19,1
41431774165,James Harris-Faithful,43,RS,Sul,Saúde,64549.12,76167.96,602243.29,1,6497.72,93.89,1488.3,10993.25,49979.89,98524.38325734549,FALSE,FALSE,1,0.1072,1,-0,não,0.23,0
60112645388,Jordan Lazos Chaparro,47,SP,Sudeste,Indústria,210414.35,191477.06,526035.88,1,18783.21,979.72,3712.42,9013.72,161785.19,199329.2776114992,FALSE,FALSE,0,0.4,1,-0,não,0.1,2
34488847172,Delaney Evans,38,RJ,Sudeste,Transporte,57016.43,81533.49,80393.17,1,6235.99,1310.45,2490.45,14475.77,75203.24,100658.27340820312,TRUE,FALSE,0,0.7092,1,-0,não,0.22,0
49736788947,Dhaki al-Mourad,36,RJ,Sudeste,Indústria,278907.82,471354.22,1818478.99,1,36934.09,20567.48,9439.52,54985.35,328002.06,199329.2776114992,FALSE,FALSE,0,0.1534,3,52992.48999999999,sim,0.48,0
45501771560,Farhaana al-Soliman,56,RS,Sul,Serviços,64120.57,94257.24,68609.01,4,8692.55,612.09,3467.25,5816.77,45348.06,120094.74922628618,TRUE,FALSE,2,0.9346,2,-0,não,0.38,0
18007154575,Grace Van Zee,42,RJ,Sudeste,Serviços,133229.43,219828.56,514265.6,1,19283.2,12524.04,4608.78,48622.78,163962.5,120094.74922628618,FALSE,FALSE,0,0.2591,2,19984.415000000008,sim,0.39,1
34987933379,Douglas Dock,43,SC,Sul,Serviços,123678.47,196648.77,643128.04,2,17156.84,4398.65,3329.79,74213.14,136888.79,120094.74922628618,FALSE,FALSE,0,0.1923,3,11131.064999999973,sim,0.29,1
30347066698,Tenzin Kang,20,PR,Sul,Transporte,53419.04,74786.66,74786.66,0,6283.46,961.66,1751.57,9211.65,78274.76,100658.27340820312,FALSE,FALSE,0,0.7143,1,-0,não,0.21,2
30968034524,Jalen Szura,44,SP,Sudeste,Construção Civil,115701.53,166610.2,480161.35,1,13831.3,132.5,5711.88,11773.17,113087.69,99772.2331975,TRUE,FALSE,1,0.241,1,-0,não,0.29,0
47372186402,Hawa Hailemicael,54,GO,Centro-Oeste,Construção Civil,97217.9,139021.6,779687.56,0,13794.33,981.41,4174.43,10477.78,86349.54,99772.2331975,TRUE,FALSE,1,0.1247,1,-0,não,0.3,0
18008308580,Patrick Pena,29,MG,Sudeste,Comércio,102607.8,139546.61,349892.6,1,13815.68,629.2,3734.67,7897.56,113661.45,149730.06027473844,FALSE,FALSE,1,0.2933,1,-0,não,0.28,0
30317525708,Damaris Lujan Arellano,48,RJ,Sudeste,Transporte,105022.19,118675.07,39908.43,0,7653.8,488.7,1823.05,3561.35,109591.64,100658.27340820312,FALSE,FALSE,0,2.6316,1,-0,não,0.14,0
30036516336,Anthony Ortiz,35,SP,Sudeste,Indústria,109334.97,129015.26,954494.29,2,10251.62,463.77,4374.91,8997.44,141173.83,199329.2776114992,TRUE,FALSE,1,0.1145,1,-0,não,0.24,2
60113188953,Reina Vigil,33,SP,Sudeste,Agropecuária,77303.08,66480.65,345544.77,1,5606.13,683.59,700.18,7388.35,83418.11,100261.125625,FALSE,FALSE,1,0.2237,1,-0,não,0.16,0
55094029135,Mario Rucker,62,RJ,Sudeste,Serviços,112797.03,139868.32,769275.74,1,12878.56,454.32,4246.54,16958.84,72898.39,120094.74922628618,FALSE,FALSE,0,0.1466,2,-0,não,0.17,0
31589146279,Abdul Fattaah el-Sani,44,MG,Sudeste,Comércio,149959.44,238435.51,1034720.14,5,19623.38,4833.84,9455.57,54724,231461.27,149730.06027473844,TRUE,FALSE,0,0.1449,2,13496.350000000006,sim,0.29,0
55028464382,Annnees el-Amara,52,SP,Sudeste,Comércio,146100.92,184087.16,559566.52,1,15489.58,4959.83,6764.58,9932.67,153843.47,149730.06027473844,TRUE,FALSE,0,0.2611,2,-0,não,0.22,2
37923660471,Cassandra Vann,32,SP,Sudeste,Serviços,192478.78,273319.87,1149098.32,1,20942.18,495.07,9171.1,6501.91,171216.31,120094.74922628618,TRUE,FALSE,0,0.1675,3,-0,não,0.21,0
44337100882,Angelica Thompson,58,GO,Centro-Oeste,Indústria,224228.15,237681.84,1428333.32,0,18334.95,210.49,6269.05,5423.31,142326.52,199329.2776114992,FALSE,FALSE,0,0.157,3,-0,não,0.13,0
31122101386,Anaihs Orozco,47,BA,Nordeste,Serviços,71966.13,102191.9,505921.89,1,8294.12,498.85,3050.94,14111.11,62061.54,120094.74922628618,TRUE,FALSE,0,0.1422,1,-0,não,0.21,1
21000731049,Desirae Cohen,50,SP,Sudeste,Transporte,100740.42,104770.04,720294,1,8864.58,1747.64,1092.47,9925.31,95486.25,100658.27340820312,FALSE,FALSE,0,0.1399,1,-0,não,0.14,0
60117213397,Hamdoona el-Shahan,43,SP,Sudeste,Serviços,120276.97,111857.58,79382.8,1,9880.33,4436.9,140.45,19851.52,106071.62,120094.74922628618,FALSE,FALSE,0,1.5152,1,-0,não,0.14,1
46464240794,Malcom Branch,41,RS,Sul,Comércio,28748.01,27598.09,198936.23,1,2094.01,810.11,636.16,17168.79,23630.39,149730.06027473844,FALSE,FALSE,0,0.1445,1,-0,não,0.11,1
33372901964,Derrick Gudavalli,56,SC,Sul,Indústria,203061.4,300530.87,739143.5,1,23544.23,233.7,11663.7,15466.32,186067.37,199329.2776114992,TRUE,FALSE,0,0.2747,2,-0,não,0.22,0
43339526023,Sara Wernsman,54,PE,Nordeste,Saúde,68517.91,102091.69,290515.94,0,7052.42,1839.43,3284.94,2482.61,53460.52,98524.38325734549,TRUE,FALSE,0,0.2358,1,-0,não,0.24,0
51295271224,Justin Ryan,45,SP,Sudeste,Construção Civil,106078.77,138963.19,629047.11,2,12257.12,265.04,3050.62,8510.86,130130.75,99772.2331975,FALSE,FALSE,1,0.1686,1,-0,não,0.26,0
44020773176,Fateen el-Alam,25,RS,Sul,Serviços,82806.72,106820.67,640095.95,3,8344.01,958.13,2027.23,5320.52,79495.09,120094.74922628618,FALSE,FALSE,1,0.1294,1,-0,não,0.27,0
30887732746,Leonard Carbajal-Ontiveros,40,PR,Sul,Educação,125164.61,135177.78,509419.96,3,10257.85,1997.66,2938.02,7516.17,98343.54,99922.08285578748,FALSE,FALSE,0,0.2457,1,-0,não,0.15,1
46832845269,Frank Tyndall,39,RJ,Sudeste,Serviços,95566.57,116591.22,383221.95,1,10143.4,292,2391.54,3093.27,87453.55,120094.74922628618,FALSE,FALSE,1,0.2494,1,-0,não,0.24,1
34819205552,Morgan Gijon,51,DF,Centro-Oeste,Agropecuária,119976.46,128374.81,575887.01,2,11859.73,880.68,2919.12,12118.41,128775.2,100261.125625,FALSE,FALSE,1,0.2083,1,-0,não,0.21,1
46814697014,Alexa Alex,55,MG,Sudeste,Serviços,164730.89,222386.7,1121817.36,2,14685.94,797.92,5224.34,12228.43,170621.06,120094.74922628618,FALSE,FALSE,0,0.1468,3,-0,não,0.2,1
60118703387,Arielle Smith,30,RJ,Sudeste,Indústria,258607.25,235332.6,1205109.79,2,16383.15,539.94,7256.77,3557.98,225124.31,199329.2776114992,FALSE,FALSE,0,0.2146,3,-0,não,0.09,1
35285392037,Thufeil Mai,55,RS,Sul,Comércio,96283.33,130945.33,588291.15,2,9048.13,1552.54,3651.54,5572.05,92793.04,149730.06027473844,FALSE,FALSE,0,0.1637,1,-0,não,0.21,0
40704835293,Roberto Montes,44,BA,Nordeste,Indústria,142436.39,128192.75,1146612.94,0,10174.65,722.36,3544.96,6607.54,111455.08,199329.2776114992,FALSE,FALSE,0,0.1242,2,-0,não,0.09,0
31583526964,Muntaha al-Qasim,32,SP,Sudeste,Comércio,112791.12,174826.24,181593.7,2,13812.43,11650.57,5954.9,96675,175101.36,149730.06027473844,TRUE,FALSE,0,0.6211,3,5639.559999999998,sim,0.36,1
30881958521,Rhiannon Guerrero-Berumen,77,SC,Sul,Serviços,106541.4,118260.95,315362.54,0,9146.52,454.95,2221.89,6979.51,89077.48,120094.74922628618,FALSE,FALSE,0,0.3378,2,-0,não,0.14,0
30885558760,Mufeed al-Assad,52,SC,Sul,Financeiro,496440.99,675159.75,1812009.61,0,52583.38,1166.92,20270.47,11692.57,443462.38,295744.6433800561,TRUE,FALSE,0,0.274,3,-0,não,0.2,1
30184514804,Humaina al-Jamal,33,SP,Sudeste,Serviços,142976.11,168711.81,865005.47,0,11797.07,2930.28,3789.65,7922.76,138255.59,120094.74922628618,FALSE,FALSE,0,0.1653,1,-0,não,0.18,1
67599438931,Lee Creighton Howard,74,SP,Sudeste,Comércio,69164.26,106512.96,580288.14,3,9015.14,19568.44,1539.51,66458.14,78057.77,149730.06027473844,FALSE,FALSE,0,0.1192,3,2766.5700000000215,sim,0.43,1
31128386056,Briana Bayles,47,SP,Sudeste,Serviços,160397.4,195684.83,341646.46,0,16840.13,2631.42,6957.42,10889.55,193205.38,120094.74922628618,TRUE,FALSE,1,0.4695,2,-0,não,0.27,0
42607066844,Pakou Ospina,58,GO,Centro-Oeste,Indústria,126390.39,155460.18,1110971.53,1,10662.15,139.25,3788.9,8886.99,115563.53,199329.2776114992,FALSE,FALSE,0,0.1138,2,-0,não,0.16,1
45513504872,"Mu,Aawiya el-Beydoun",31,RJ,Sudeste,Serviços,68775.27,90095.6,733832.13,1,7269.02,1282.1,2107.83,7674.96,77581.49,120094.74922628618,FALSE,TRUE,2,0.0937,2,-0,não,0.35,0
41552334504,Hunter Whitecotton,27,PE,Nordeste,Construção Civil,110800.81,150689.1,723529.29,0,12615.91,2427.79,5427.49,9946.27,67311,99772.2331975,TRUE,FALSE,0,0.15310000000000001,1,-0,não,0.22,1
42726172831,Ashley Flores Patten,51,SC,Sul,Transporte,78757.48,96871.7,315817.49,0,8922.27,830.66,1464.8,7828.77,39790.64,100658.27340820312,FALSE,FALSE,0,0.2494,1,-0,não,0.17,1
30177544087,Andrew Tricarico,44,GO,Centro-Oeste,Serviços,134912.7,141658.34,982164.46,0,13261.14,785.72,5319.36,7874.12,86203.64,120094.74922628618,FALSE,FALSE,0,0.1374,2,-0,não,0.13,1
21001460664,Keandre Aneke,39,RS,Sul,Financeiro,494085.19,607724.78,2910161.77,1,42289.24,15.47,15285.48,16491.48,643217.23,295744.6433800561,FALSE,FALSE,0,0.1698,2,-0,não,0.16,0
86999120476,Nalei Nguyen,32,GO,Centro-Oeste,Financeiro,268993.6,325482.26,987206.51,2,24786.02,852.01,9975.09,7510.92,450166.19,295744.6433800561,FALSE,FALSE,0,0.2725,1,-0,não,0.17,1
30962781275,Victoria Disney,41,SP,Sudeste,Construção Civil,96250.32,132825.44,229075.76,0,11252.81,369.92,4038.94,11087.62,101121.42,99772.2331975,TRUE,FALSE,0,0.4202,2,-0,não,0.2,0
30572577838,Shamari Wesley,53,GO,Centro-Oeste,Serviços,138779.45,181801.08,725816.52,1,15274.34,379.34,4646.58,9889.64,175867.47,120094.74922628618,FALSE,FALSE,0,0.1912,1,-0,não,0.18,0
31124454062,Robert Thomas,68,BA,Nordeste,Serviços,120836.24,188504.53,598139.39,2,15425.67,6516.56,3127.32,71871.97,186033.4,120094.74922628618,FALSE,FALSE,0,0.202,3,7250.169999999984,sim,0.3,0
35287435172,Vance Covert,55,GO,Centro-Oeste,Agropecuária,96921.43,83352.43,327594.43,5,6298.53,2782.09,2261.23,13623.92,33283.38,100261.125625,FALSE,FALSE,0,0.2959,1,-0,não,0.11,2
31122850625,Orilea Vargas,52,SP,Sudeste,Comércio,95217.83,147587.64,670333.52,5,14306.37,3621.78,2564.61,38074.75,139372.23,149730.06027473844,FALSE,FALSE,0,0.142,1,4760.895000000019,sim,0.27,0
42849854177,Edward Brown,44,MG,Sudeste,Construção Civil,118014.79,141617.75,325720.82,2,13297.07,727.71,2911.53,2607.64,155089.84,99772.2331975,FALSE,FALSE,0,0.3623,2,-0,não,0.16,1
30075422652,Steven Perez,25,BA,Nordeste,Financeiro,366507.56,322526.65,1744575.99,0,25760.51,998.97,7274.96,9243.44,294947.87,295744.6433800561,FALSE,FALSE,0,0.2101,2,-0,não,0.09,1
37373378774,Jordon Tomas,64,GO,Centro-Oeste,Serviços,114707.62,166326.05,313151.8,1,12087.86,951.44,4695.21,8769.27,128392.57,120094.74922628618,TRUE,FALSE,0,0.3663,1,-0,não,0.22,0
60112019490,Jocelyn Woo,28,RS,Sul,Construção Civil,149185.68,152169.39,910032.65,0,12074.32,3659.54,4172.85,3770.51,136152.94,99772.2331975,FALSE,FALSE,1,0.1639,1,-0,não,0.23,1
31589933122,Asghar el-Hashim,52,MG,Sudeste,Indústria,145937.52,134262.52,945675.13,0,12133.53,159.44,5382.54,491.65,106633.99,199329.2776114992,FALSE,FALSE,0,0.1543,1,-0,não,0.09,0
44702404283,Ryan Harpell,19,MG,Sudeste,Financeiro,331332.64,424105.78,675918.59,1,32647.67,361.08,8729.86,18429.71,337733.3,295744.6433800561,FALSE,FALSE,0,0.4902,1,-0,não,0.18,1
50207079413,Steven Santos,50,RJ,Sudeste,Serviços,198123.17,287278.6,699374.79,0,20898.39,658.14,8383.87,11165.93,265259.66,120094.74922628618,TRUE,FALSE,0,0.2833,1,-0,não,0.22,0
30053206255,Tenai Copley,41,RJ,Sudeste,Serviços,137233.73,190754.88,421307.55,1,15140.36,654.37,4698.75,11483.33,113108.78,120094.74922628618,FALSE,FALSE,0,0.3257,2,-0,não,0.21,0
18000498646,Mckenzie Cotter,51,SP,Sudeste,Comércio,175275.12,220846.65,1132277.28,2,21895.99,758.8,8504.97,6853.77,166088.39,149730.06027473844,TRUE,FALSE,1,0.1548,3,-0,não,0.26,0
51929649523,Elijah Dinae,29,SP,Sudeste,Comércio,84281.69,130636.62,476191.55,2,10336.93,9758.59,3885.96,47298.71,100089.06,149730.06027473844,TRUE,FALSE,0,0.177,1,4214.084999999992,sim,0.34,0
18007757481,Colin Sievert,34,GO,Centro-Oeste,Serviços,114795.36,103315.82,595787.92,1,8120.37,435.21,3089.91,2461.79,53670.17,120094.74922628618,FALSE,FALSE,0,0.1927,1,-0,não,0.09,0
35280284871,Evan Williams,23,SP,Sudeste,Serviços,75608.35,110388.19,471040.02,1,10621.63,264.61,1807.99,9173.71,74390.09,120094.74922628618,FALSE,FALSE,1,0.1605,1,-0,não,0.3,0
67632564783,Derek Xiong,45,BA,Nordeste,Comércio,65332.44,79052.25,478233.46,1,6189.23,1721.02,2808.1,5201.15,62031.21,149730.06027473844,TRUE,FALSE,0,0.1366,1,-0,não,0.18,0
30887479996,Erica Clark,48,SP,Sudeste,Serviços,135842.03,161652.02,570536.53,0,13948.1,776.62,5760.93,11878.3,102450.68,120094.74922628618,TRUE,FALSE,0,0.2381,1,-0,não,0.16,1
48278778693,Juan Chavez Herrera,74,BA,Nordeste,Construção Civil,66412.43,96298.02,388512.72,0,8744.09,805.61,2058.61,4189.44,50710.74,99772.2331975,FALSE,FALSE,0,0.1709,1,-0,não,0.22,2
47148223578,Malik Parmlee,46,SP,Sudeste,Comércio,231542.69,250066.11,1352209.31,1,21172.52,28.37,4923.48,25554.25,138085.12,149730.06027473844,FALSE,FALSE,2,0.1712,3,-0,não,0.29,1
34795013143,Jennifer Hernandez,50,SP,Sudeste,Comércio,124639.41,194437.48,438730.72,5,16686.95,8498.27,5294.36,37074.98,182327.8,149730.06027473844,TRUE,FALSE,0,0.2841,1,7478.36500000002,sim,0.32,0
54431186747,Dally Yang,52,MG,Sudeste,Indústria,292981.68,319350.03,1347715.73,1,23205.99,1573.14,6719.11,10738.9,203496.42,199329.2776114992,FALSE,FALSE,0,0.2174,2,-0,não,0.15,2
86990199126,Sadaiah Irvin,39,PE,Nordeste,Construção Civil,104820.3,103772.1,768332.8,1,8628.89,1346.35,3639.22,10129.93,79342.21,99772.2331975,FALSE,FALSE,0,0.1364,2,-0,não,0.12,2
49025619172,Joseph Heu,42,SP,Sudeste,Indústria,60433.59,82189.68,358371.19,0,7483.09,3692.29,2331.83,11942.77,45705.92,199329.2776114992,FALSE,FALSE,1,0.1686,2,-0,não,0.31,0
47364108396,Esther Vialpando,51,BA,Nordeste,Financeiro,269052.34,368601.71,567700.44,1,29282.06,756.97,11793.81,15167.44,236194.73,295744.6433800561,TRUE,FALSE,1,0.4739,2,-0,não,0.28,1
42403890653,Nicholas Etzenhouser,57,GO,Centro-Oeste,Serviços,166385.34,144755.25,1054883.06,6,11800.28,915.35,5421.2,16865.41,97557.54,120094.74922628618,FALSE,FALSE,0,0.1577,2,-0,não,0.09,1
37280113231,Kevin Blythe,43,PE,Nordeste,Comércio,228674.28,381886.05,759198.61,3,29122.53,5321.11,1262.65,69696.08,227207.47,149730.06027473844,FALSE,FALSE,0,0.3012,3,38874.630000000005,sim,0.32,1
49691857843,Vaughn Ten,39,SP,Sudeste,Saúde,70710.22,74245.73,401634.05,3,6173.63,1488.82,1699.83,21137.83,62662.88,98524.38325734549,FALSE,FALSE,0,0.1761,2,-0,não,0.14,0
31127198610,Ayyoob el-Bari,49,RS,Sul,Comércio,98179.99,116834.19,494827.15,1,9473.56,3401.83,2408.16,6500.79,84649.05,149730.06027473844,FALSE,FALSE,0,0.1984,1,-0,não,0.19,0
63040854387,Aeneva Sharkey,46,RJ,Sudeste,Comércio,103094.56,142270.49,524751.31,0,11168.66,1295.47,753.29,6222.44,61775.8,149730.06027473844,FALSE,FALSE,0,0.1965,1,-0,não,0.21,0
54067795261,Brittany Porambo,74,BA,Nordeste,Comércio,206825.63,258532.04,1226475.99,3,23776.36,1779.01,5452.19,18690.56,234558.05,149730.06027473844,FALSE,FALSE,0,0.1686,2,-0,não,0.18,0
47611796969,Cristian Carrillo,45,SP,Sudeste,Educação,79974.51,124760.24,366283.26,2,11847.69,6105.92,1635.56,48150.31,80139.02,99922.08285578748,FALSE,FALSE,0,0.2183,1,4798.47500000002,sim,0.3,0
34539632843,Markesha Warren Cook,47,RJ,Sudeste,Serviços,88086.76,83682.42,303018.45,2,7250.01,331.02,2727.22,10697.98,60476.3,120094.74922628618,FALSE,FALSE,0,0.2907,1,-0,não,0.1,1
86998116694,Charles Barnes,57,SP,Sudeste,Serviços,107307.84,167400.23,522589.18,5,14911.08,5257.46,4412.93,92684.05,117860.24,120094.74922628618,TRUE,FALSE,1,0.2053,2,6438.470000000001,sim,0.37,0
40083746015,Raaida el-Habib,51,RS,Sul,Transporte,80462.68,93336.71,632436.66,2,7662.71,514.47,866.75,13157.28,89003.32,100658.27340820312,FALSE,FALSE,0,0.1272,1,-0,não,0.15,0
45586332844,Mahelit Whittington,54,SP,Sudeste,Indústria,247622.16,279813.04,1980977.28,1,21736.76,196.82,2709.28,21767.89,217619.96,199329.2776114992,FALSE,FALSE,1,0.125,3,-0,não,0.22,1
37354327641,Najma al-Rahaim,44,SP,Sudeste,Indústria,192654.16,258156.57,1583617.2,2,19702.17,1881.24,9682.22,15900.79,143850.1,199329.2776114992,TRUE,FALSE,0,0.1217,3,-0,não,0.21,0
30530734835,Bianka Manuel,44,SP,Sudeste,Comércio,70594.53,78359.93,318381.33,1,6558.91,362.38,2145.14,8691.56,52694.8,149730.06027473844,FALSE,FALSE,1,0.2217,1,-0,não,0.22,1
42229782377,Rida al-Firman,40,PR,Sul,Transporte,129473.49,164431.33,737998.89,1,13507.27,855.26,3519.04,11811.68,96163.1,100658.27340820312,FALSE,FALSE,1,0.1754,1,-0,não,0.26,0
30265525355,Saamyya el-Allee,40,SP,Sudeste,Serviços,142364.52,217817.72,382960.56,3,18925.62,8200.06,5245.95,64585.44,162886.26,120094.74922628618,FALSE,FALSE,2,0.3717,2,4270.940000000031,sim,0.47,1
49082876126,Fateena al-Amiri,48,SP,Sudeste,Serviços,190262.25,241633.06,1641963.22,0,24875.72,489.48,5231.39,7060.7,39040.76,120094.74922628618,FALSE,FALSE,0,0.1159,2,-0,não,0.18,0
37458886548,Jaadallah al-Ghanem,21,SP,Sudeste,Comércio,126298.9,175555.47,923244.96,1,15110.18,114.19,3827.39,67.98,100708.43,149730.06027473844,FALSE,FALSE,0,0.1368,2,-0,não,0.2,0
30967594289,Rashawna Williams,52,RJ,Sudeste,Financeiro,374973.23,693700.48,1079922.9,6,54712.04,15189.64,24559.88,48452.3,850302.29,295744.6433800561,TRUE,FALSE,0,0.3472,3,131240.635,sim,0.46,1
44000103381,Derek Loeff,55,RJ,Sudeste,Comércio,113250.51,131370.59,844848.8,1,9931.49,35.88,3067.98,10375.64,120594.65,149730.06027473844,FALSE,FALSE,0,0.134,1,-0,não,0.15,2
44330883559,Marquel Mberwa,40,SP,Sudeste,Construção Civil,56898.72,76813.27,164437.3,0,6504.27,1032.26,1399.79,10441.54,81190.48,99772.2331975,FALSE,FALSE,0,0.346,2,-0,não,0.2,1
30969814254,Katie Woo,51,RJ,Sudeste,Serviços,88224.36,118220.64,431417.12,0,9624.08,1234.92,4577.05,12353.94,100395.31,120094.74922628618,TRUE,FALSE,1,0.2045,2,-0,não,0.28,1
60114257797,Savon Gates,60,RS,Sul,Serviços,135753.66,142541.34,471065.2,1,10607.99,605.74,1421.81,12937.74,183103.45,120094.74922628618,FALSE,FALSE,0,0.2882,1,-0,não,0.13,1
43988189459,Savannah Woods,54,SP,Sudeste,Construção Civil,114557.97,186729.49,758373.76,4,15994.35,7275.69,4167.58,36997.4,161610.55,99772.2331975,FALSE,FALSE,0,0.1511,1,14892.534999999974,sim,0.33,0
33375165923,Tseren-Yondon Xiong,47,RS,Sul,Financeiro,112640.57,145306.34,395368.4,1,12641.33,752.81,4953.16,16255.89,124907.98,295744.6433800561,TRUE,FALSE,0,0.2849,1,-0,não,0.18,0
60113975358,Cheyenne Polk,54,SP,Sudeste,Serviços,127275.4,95456.55,680923.39,0,7916.73,857.55,3324.29,5248.77,85299.04,120094.74922628618,FALSE,FALSE,1,0.1869,1,-0,não,0.14,1
60113213312,Young Shi,43,PR,Sul,Comércio,60864.72,85819.26,147292.62,1,6488.82,2794.88,2957.8,17346.37,98458.88,149730.06027473844,TRUE,FALSE,0,0.4132,1,-0,não,0.23,0
86993339912,Dongyoung Kalkur,48,RS,Sul,Serviços,102416.67,107537.5,249896.67,0,8433.75,1637.6,3717.01,11423.26,104818.81,120094.74922628618,FALSE,FALSE,1,0.4098,1,-0,não,0.22,0
