Classe;Idade;Sexo;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Masculino;Não sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
Terceira;adulto;Feminino;Não sobreviveu
